Title,Company,Location,Job Type,Job Link,Référence,Publiée le,Type de poste,Lieu de travail,Expérience,Étude,Disponibilité,Langues,Salary,Mobility
Stage Full Stack Développeur,ARTEMICO,Ariana,"Stage/PFE, ,, Stage",https://www.keejob.com/offres-emploi/210974/stage-full-stack-d%C3%A9veloppeur-chez-artemico/,210974,6 novembre 2024,"Stage/PFE, ,, Stage","La Soukra, Ariana, Tunisie",Aucune expérience,Bac + 2,Plein temps,"Arabe , Français , Anglais",,
Cuisinier,LAPERO,Tunis,CDD,https://www.keejob.com/offres-emploi/210920/recherche-des-cuisiniers-hf/,210920,5 novembre 2024,CDD,"La Marsa, Tunis, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Plein temps,"Arabe , Français , Anglais",850 - DT / Mois,
Technicien de cablage,JABLITECH,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210863/technicien-de-cablage/,210863,5 novembre 2024,"CDI, ,, CDD, ,, SIVP","Tunis, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Plein temps,,500 - 800 DT / Mois,Locale
Graphiste,SOTUQAM,Sfax,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/210874/graphiste/,210874,5 novembre 2024,"CDI, ,, SIVP","Sakiet Eddaier, Sfax, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",800 - DT / Mois,Locale
Ingénieur Biomédical,DENTAL CONCEPT,Tunis,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210884/ing%C3%A9nieur-biom%C3%A9dical/,210884,5 novembre 2024,"CDI, ,, CDD","Tunis, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",1500 - 2500 DT / Mois,"Locale, International"
Agent de maintenance,ALUMENAGE,Zaghouan,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210886/agent-de-maintenance/,210886,5 novembre 2024,"CDD, ,, SIVP","Bir Mcherga, Zaghouan, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français , Anglais",700 - 850 DT / Mois,
Auditeur,ELF CONSEIL,Ariana,"CDI, ,, CDD, ,, SIVP, ,, Stage/PFE, ,, Stage",https://www.keejob.com/offres-emploi/210896/auditeur/,210896,5 novembre 2024,"CDI, ,, CDD, ,, SIVP, ,, Stage/PFE, ,, Stage","Ariana Ville, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",400 - 800 DT / Mois,Locale
Assistante,SOTUQAM,Sfax,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210877/assistante/,210877,5 novembre 2024,"CDD, ,, SIVP","Sakiet Eddaier, Sfax, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français",700 - DT / Mois,
Agent de stérilisation,,Tunis,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210882/agent-de-st%C3%A9rilisation/,210882,5 novembre 2024,"CDI, ,, CDD","El Menzah, Tunis, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Plein temps,"Arabe , Français",600 - 900 DT / Mois,
chargée clientèle,SOCIETE AKKARI ET DRISSI SCP DE VETERINAIRE,Tunis,SIVP,https://www.keejob.com/offres-emploi/210865/charg%C3%A9es-clients/,210865,5 novembre 2024,SIVP,"El Menzah, Tunis, Tunisie",Entre 1 et 2 ans,Bac,Plein temps,"Arabe , Français , Anglais",600 - 700 DT / Mois,Locale
Technicien De Maintenance Industrielle,GIOVANNI TRANCHIDA,Ben Arous,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210910/maintenance-industrielle/,210910,5 novembre 2024,"CDI, ,, CDD, ,, SIVP","Fouchana, Ben Arous, Tunisie",Entre 2 et 5 ans,Formations professionnelles,Plein temps,,500 - 1000 DT / Mois,
Responsable Financier,MAXCESS LOGISTICS,Ben Arous,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210878/responsable-financier/,210878,5 novembre 2024,"CDI, ,, CDD, ,, SIVP","Ben Arous, Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",1200 - 1500 DT / Mois,
Assistante commerciale,SMART DIAGNOSTIC,Tunis,CDD,https://www.keejob.com/offres-emploi/210909/assistante-commercial/,210909,5 novembre 2024,CDD,"Centre ville, Tunis, Tunisie",Moins d'un an,Bac + 1,Plein temps,Français,700 - 800 DT / Mois,
Technicien Qualité Métrologue,,Ben Arous,CDI,https://www.keejob.com/offres-emploi/210922/technicien-qualit%C3%A9-m%C3%A9trologue/,210922,5 novembre 2024,CDI,"Fouchana, Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,1500 - 2500 DT / Mois,
aide soignante,CLINQUE JUGURTHA,Tunis,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210883/aide-soignante/,210883,5 novembre 2024,"CDD, ,, SIVP","Tunis, Tunisie",Moins d'un an,Formations professionnelles,Plein temps,"Arabe , Français",500 - DT / Mois,
Développeuse Web,,Nabeul,CDI,https://www.keejob.com/offres-emploi/210867/d%C3%A9veloppeuse-web/,210867,5 novembre 2024,CDI,"Hammamet, Nabeul, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",1200 - 2500 DT / Mois,
Responsable Commercial,NUMEA SYSTHEN,Tunis,CDI,https://www.keejob.com/offres-emploi/210908/responsable-commercial/,210908,5 novembre 2024,CDI,"Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,"Locale, International"
Responsable d’équipe,SPEED CALL,Sousse,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210849/responsable-d%C3%A9quipe/,210849,5 novembre 2024,"CDI, ,, CDD","Sousse Ville, Sousse, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,-2 - DT / Mois,
Prise de RDV,,Tunis,"CDI, ,, SIVP, ,, Indépendant/Freelance, ,, Intérim, ,, Saisonnier",https://www.keejob.com/offres-emploi/210866/qualification-des-fiches-prise-de-rdv/,210866,5 novembre 2024,"CDI, ,, SIVP, ,, Indépendant/Freelance, ,, Intérim, ,, Saisonnier","Centre ville, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,Français,1000 - 1300 DT / Mois,Locale
QHSE & Process Manager,LA JOIE DE HICHA,Gabes,CDD,https://www.keejob.com/offres-emploi/210906/qhse-process-manager/,210906,5 novembre 2024,CDD,"El Metouia, Gabes, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,Anglais,1000 - 1500 DT / Mois,
Commercial(e),MAXCESS LOGISTICS,Ben Arous,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210875/commerciale/,210875,5 novembre 2024,"CDI, ,, CDD, ,, SIVP","Ben Arous, Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",1000 - 1500 DT / Mois,
Développeur Front-End,IMPACTDEV,Sfax,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210899/d%C3%A9veloppeur-front-end-hf/,210899,5 novembre 2024,"CDI, ,, CDD, ,, SIVP","Sfax, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",1000 - 2500 DT / Mois,
Chargé Facturation,GAN,Ben Arous,CDD,https://www.keejob.com/offres-emploi/210876/charg%C3%A9-facturation/,210876,5 novembre 2024,CDD,"Bou Mhel El Bassatine, Ben Arous, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,"Arabe , Français",,
Concepteur Bureau d’Étude,IDEMPRO FOUCHENA,Ben Arous,CDI,https://www.keejob.com/offres-emploi/210924/concepteur-bureau-d%C3%A9tude/,210924,5 novembre 2024,CDI,"Fouchana, Ben Arous, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,1500 - 2000 DT / Mois,
Comptable,ELF CONSEIL,Ariana,"CDI, ,, CDD, ,, SIVP, ,, Stage/PFE, ,, Stage",https://www.keejob.com/offres-emploi/210897/comptable/,210897,5 novembre 2024,"CDI, ,, CDD, ,, SIVP, ,, Stage/PFE, ,, Stage","Ariana Ville, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",300 - 700 DT / Mois,Locale
Comptable,YAKIN TP,Tunis,CDI,https://www.keejob.com/offres-emploi/210891/comptabilite-francaise/,210891,5 novembre 2024,CDI,"Bab Bhar, Tunis, Tunisie",Entre 5 et 10 ans,Bac + 3,Plein temps,Français,,
Assistante administrative,,Tunis,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210858/assistante-administrative/,210858,4 novembre 2024,"CDD, ,, SIVP","Cite El Khadra, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français",600 - 1000 DT / Mois,
Assistant(e) administrative,NUMEA SYSTHEN,Tunis,CDI,https://www.keejob.com/offres-emploi/210907/assistante-de-direction-administrative/,210907,5 novembre 2024,CDI,"Tunis, Tunisie",Entre 2 et 5 ans,Bac + 2,Plein temps,"Arabe , Français , Anglais",,"Locale, International"
Technicien réseau,TIP INTERNATIONAL,Tunis,"CDD, ,, Stage/PFE",https://www.keejob.com/offres-emploi/210890/technicien-r%C3%A9seau/,210890,5 novembre 2024,"CDD, ,, Stage/PFE","Tunis, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Plein temps,"Arabe , Français , Anglais",800 - DT / Mois,"Locale, International"
Assistante de direction,MFT,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210914/assistante-de-direction/,210914,5 novembre 2024,"CDI, ,, CDD, ,, SIVP","Bab Bhar, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",700 - 800 DT / Mois,Locale
Technico-Commerciale,CODIFET,Ben Arous,CDI,https://www.keejob.com/offres-emploi/210818/technico-commerciale/,210818,5 novembre 2024,CDI,"Megrine, Ben Arous, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Responsable Achats & Excellence Supply Chain,,Ben Arous,CDI,https://www.keejob.com/offres-emploi/210921/responsable-achats-excellence-supply-chain/,210921,5 novembre 2024,CDI,"Fouchana, Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Français , Anglais",1500 - 3500 DT / Mois,
Mécanicien conducteur chaudière,,Bizerte,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210845/m%C3%A9canicien-conducteur-chaudi%C3%A8re/,210845,4 novembre 2024,"CDI, ,, CDD","Menzel Jemil, Bizerte, Tunisie",Entre 2 et 5 ans,Formations professionnelles,Plein temps,"Arabe , Français , Anglais",900 - 1000 DT / Mois,Locale
Graphiste,SIXIEMESENS,Ariana,CDI,https://www.keejob.com/offres-emploi/210811/graphiste/,210811,4 novembre 2024,CDI,"Ariana Ville, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,"Arabe , Français",1000 - 1200 DT / Mois,Locale
REACH Assessment Officer,,Tunis,CDD,https://www.keejob.com/offres-emploi/210813/reach-assessment-officer/,210813,4 novembre 2024,CDD,"La Goulette, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Mécanicien Soudeur,,Bizerte,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210847/m%C3%A9canicien-soudeur/,210847,4 novembre 2024,"CDI, ,, CDD","Menzel Jemil, Bizerte, Tunisie",Entre 2 et 5 ans,Formations professionnelles,Plein temps,"Arabe , Français , Anglais",900 - 1000 DT / Mois,Locale
Téléconseillers en Assurance Maladie,ANC,Nabeul,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/210822/t%C3%A9l%C3%A9conseillers-hf-en-assurance-maladie/,210822,4 novembre 2024,"CDI, ,, SIVP","Nabeul, Nabeul, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,Français,1200 - 1500 DT / Mois,
Visiteur Médical,RAMA PHARM,Tunis,CDD,https://www.keejob.com/offres-emploi/210806/visiteur-m%C3%A9dical/,210806,4 novembre 2024,CDD,"Tunis, Tunisie",Moins d'un an,Bac + 5,Plein temps,,1400 - DT / Mois,
Ingenieur textile,SWIFT DENIM,Tunis,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210800/ingenieur-textile/,210800,4 novembre 2024,"CDD, ,, SIVP","Tunis, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",,Locale
Ingénieur industrie aimantaire,MATRIX COMPETENCES,Béja,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210840/refdrh00152024/,210840,4 novembre 2024,"CDD, ,, SIVP","Beja Sud, Béja, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",1 - 2 DT / Mois,
Responsable Recouvrement GMS,ROSE BLANCHE GROUP,Sousse,CDI,https://www.keejob.com/offres-emploi/210793/responsable-recouvrement-gms/,210793,4 novembre 2024,CDI,"Sousse Ville, Sousse, Tunisie",Entre 5 et 10 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Technicien Maintenance,MEDICAL GAZE,Ben Arous,Unspecified,https://www.keejob.com/offres-emploi/210837/technicien-maintenance/,210837,4 novembre 2024,,"Megrine, Ben Arous, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,Locale
Assistante Comptable,,Tunis,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/210859/assistante-comptable/,210859,4 novembre 2024,"CDI, ,, SIVP","Cite El Khadra, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français",500 - 1400 DT / Mois,
Ingénieur Support Applicatif,DOXENSE,Nabeul,CDI,https://www.keejob.com/offres-emploi/210848/ing%C3%A9nieur-support-applicatif/,210848,4 novembre 2024,CDI,"Hammamet, Nabeul, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,Français,2000 - 3000 DT / Mois,
Vendeur/ Caissier LCW Tunisia Mall,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/210832/vendeur-caissier-lcw-tunisia-mall/,210832,4 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Administrateur et Développeur Commercial,THE SPACE OF WISDOM,Ariana,Unspecified,https://www.keejob.com/offres-emploi/210787/administrateur-et-d%C3%A9veloppeur-commercial/,210787,4 novembre 2024,,"Ariana Ville, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Français , Anglais",600 - 1000 DT / Mois,Locale
Assistante de direction et aimatrice,LA PLÉIADE,Ben Arous,SIVP,https://www.keejob.com/offres-emploi/210824/assistante-de-direction-et-aimatrice/,210824,4 novembre 2024,SIVP,"Bou Mhel El Bassatine, Ben Arous, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français",650 - 700 DT / Mois,Locale
Tourneur Fraiseur CNC,,Bizerte,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210795/tourneur-fraiseur-cnc-ras-jebel/,210795,4 novembre 2024,"CDI, ,, CDD, ,, SIVP","Ras Jebel, Bizerte, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Plein temps,"Arabe , Français , Anglais",800 - 1500 DT / Mois,"Locale, International"
Marketeur Digital,RATNAFY,Ariana,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210830/marketeur-digital/,210830,4 novembre 2024,"CDI, ,, CDD, ,, SIVP","Ariana, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",1000 - DT / Mois,Locale
secrétaire administrative,ÉCOLE LES HORIZONS,Sousse,SIVP,https://www.keejob.com/offres-emploi/210844/secr%C3%A9taire-administrative/,210844,4 novembre 2024,SIVP,"Sousse Jaouhara, Sousse, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Plein temps,"Arabe , Français",400 - 450 DT / Mois,Locale
Comptable,Technoquip Distribution,Ben Arous,CDD,https://www.keejob.com/offres-emploi/210816/comptable/,210816,4 novembre 2024,CDD,"Megrine, Ben Arous, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,"Arabe , Français",1000 - 1800 DT / Mois,
Assistante administrative Et Financière,ROYAL ELECTRONIC SERVICE,Tunis,SIVP,https://www.keejob.com/offres-emploi/210826/assistante-administrative-et-financi%C3%A8re/,210826,4 novembre 2024,SIVP,"Carthage, Tunis, Tunisie",Aucune expérience,Bac + 4,Plein temps,"Français , Anglais",600 - 800 DT / Mois,
Technicien(ne) Anesthésiste,CLINIQUE OPHTALMOLOGIQUE DE TUNIS,Tunis,SIVP,https://www.keejob.com/offres-emploi/210812/technicienne-anesth%C3%A9siste/,210812,4 novembre 2024,SIVP,"Cite El Khadra, Tunis, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
"Technicien Electronique, Electromécanique",ADELEC INTERNATIONAL,Ariana,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210846/technicien-electronique-electrom%C3%A9canique/,210846,4 novembre 2024,"CDI, ,, CDD","Raoued, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Français , Anglais",1200 - 1800 DT / Mois,"Locale, International"
Chef de Zone,,Ben Arous,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210754/chef-de-zone/,210754,4 novembre 2024,"CDI, ,, CDD","Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,"Arabe , Français , Anglais",,Locale
Chef Comptable,TICD,Ariana,CDI,https://www.keejob.com/offres-emploi/210836/chef-comptable/,210836,4 novembre 2024,CDI,"La Soukra, Ariana, Tunisie",Entre 5 et 10 ans,Bac + 4,Plein temps,,,
Déclarant En Douane,ROYAL ELECTRONIC SERVICE,Tunis,SIVP,https://www.keejob.com/offres-emploi/210823/d%C3%A9clarant-en-douane/,210823,4 novembre 2024,SIVP,"Carthage, Tunis, Tunisie",Aucune expérience,Formations professionnelles,Plein temps,"Français , Anglais",600 - 800 DT / Mois,
électricien industriel,ROLCAR TUNISIA,Nabeul,CDD,https://www.keejob.com/offres-emploi/210805/%C3%A9lectricien-industriel-h/,210805,4 novembre 2024,CDD,"Nabeul, Nabeul, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,1000 - 1200 DT / Mois,
Réviseur Comptable en comptabilité française,M2A,Tunis,"CDI, ,, Indépendant/Freelance",https://www.keejob.com/offres-emploi/210814/r%C3%A9viseur-comptable-en-comptabilit%C3%A9-fran%C3%A7aise/,210814,4 novembre 2024,"CDI, ,, Indépendant/Freelance","Bab Bhar, Tunis, Tunisie",Entre 5 et 10 ans,Bac + 3,Plein temps,Français,2000 - 3000 DT / Mois,
Surveillant H/F,Manpower,Tunis,CDD,https://www.keejob.com/offres-emploi/210796/surveillant-hf/,210796,4 novembre 2024,CDD,"La Marsa, Tunis, Tunisie",Moins d'un an,Bac,Plein temps,"Arabe , Français",500 - 1000 DT / Mois,
Mecanicien,ROLCAR TUNISIA,Nabeul,CDD,https://www.keejob.com/offres-emploi/210815/mecanicien/,210815,4 novembre 2024,CDD,"Nabeul, Nabeul, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,1000 - 1200 DT / Mois,
Vendeur/ Caissier Bershka Tunisia Mall,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/210831/vendeur-caissier-bershka-tunisia-mall/,210831,4 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Développeur Full Stack Django,SWIFLOW,Ariana,Unspecified,https://www.keejob.com/offres-emploi/210788/d%C3%A9veloppeur-full-stack-django/,210788,4 novembre 2024,,"Ariana Ville, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,,1000 - 2500 DT / Mois,Locale
Ingénieur Concepteur,,Sfax,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210770/ing%C3%A9nieur-concepteur/,210770,4 novembre 2024,"CDD, ,, SIVP","Sfax Sud, Sfax, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",,
Technico-Commercial de formation technique,,Tunis,"CDI, ,, CDD, ,, SIVP, ,, Stage/PFE, ,, Stage",https://www.keejob.com/offres-emploi/210860/technico-commercial-de-formation-technique/,210860,4 novembre 2024,"CDI, ,, CDD, ,, SIVP, ,, Stage/PFE, ,, Stage","Cite El Khadra, Tunis, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français",1000 - 2500 DT / Mois,"Locale, International"
Technico commercial,ROYAL ELECTRONIC SERVICE,Tunis,SIVP,https://www.keejob.com/offres-emploi/210825/technico-commercial/,210825,4 novembre 2024,SIVP,"Carthage, Tunis, Tunisie",Aucune expérience,Bac + 4,Plein temps,"Français , Anglais",600 - 800 DT / Mois,
Assistante de Direction Générale,ARPÈGE MEUBLE,Tunis,CDD,https://www.keejob.com/offres-emploi/210784/assistante-de-direction-g%C3%A9n%C3%A9rale/,210784,4 novembre 2024,CDD,"El Menzah, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Français , Anglais",1000 - 1500 DT / Mois,International
conseillère en Assurance,,Tunis,CDI,https://www.keejob.com/offres-emploi/210783/conseill%C3%A8re-en-assurance/,210783,3 novembre 2024,CDI,"El Menzah, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 4,Plein temps,"Arabe , Français , Anglais",800 - 1200 DT / Mois,Locale
MARKETING,JARZIS DECOR,Tunis,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210765/marketing/,210765,3 novembre 2024,"CDD, ,, SIVP","El Ouerdia, Tunis, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français , Anglais",600 - DT / Mois,Locale
Magasinier,GAN,Ben Arous,CDD,https://www.keejob.com/offres-emploi/210766/magasinier/,210766,3 novembre 2024,CDD,"Bou Mhel El Bassatine, Ben Arous, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,"Arabe , Français",,
Gestionnaire de stock,JARZIS DECOR,Médenine,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210763/controleur/,210763,3 novembre 2024,"CDD, ,, SIVP","Zarzis, Médenine, Tunisie",Moins d'un an,Bac,Plein temps,"Arabe , Français",700 - DT / Mois,Locale
Stage Pré-Embauche : Digital Marketer,SK CONSULTING,Tunis,"SIVP, ,, Intérim, ,, Stage/PFE, ,, Stage, ,, Saisonnier",https://www.keejob.com/offres-emploi/210782/stage-pr%C3%A9-embauche-digital-marketer/,210782,3 novembre 2024,"SIVP, ,, Intérim, ,, Stage/PFE, ,, Stage, ,, Saisonnier","El Menzah, Tunis, Tunisie",Moins d'un an,Bac + 3,Plein temps,,,
Stage Pré-Embauche : Community Manager,SK CONSULTING,Tunis,"SIVP, ,, Stage/PFE, ,, Stage, ,, Saisonnier",https://www.keejob.com/offres-emploi/210780/stage-pr%C3%A9-embauche-community-manager/,210780,3 novembre 2024,"SIVP, ,, Stage/PFE, ,, Stage, ,, Saisonnier","El Menzah, Tunis, Tunisie",Moins d'un an,Bac + 3,Plein temps,,,Locale
STAGE Comptabilité ou Droit,,Tunis,"Stage/PFE, ,, Stage",https://www.keejob.com/offres-emploi/210774/stage-%C3%A9tudiante-en-cabinet/,210774,3 novembre 2024,"Stage/PFE, ,, Stage","Centre ville, Tunis, Tunisie",Aucune expérience,Bac + 4,Plein temps,"Arabe , Français",1 - 2 DT / Mois,
Stage Pré-Embauche : Graphic Designer,SK CONSULTING,Tunis,"SIVP, ,, Intérim, ,, Stage/PFE, ,, Stage",https://www.keejob.com/offres-emploi/210781/stage-pr%C3%A9-embauche-graphic-designer/,210781,3 novembre 2024,"SIVP, ,, Intérim, ,, Stage/PFE, ,, Stage","El Menzah, Tunis, Tunisie",Moins d'un an,Bac + 3,Plein temps,,,Locale
Secondary Mathematics Teacher,CIS INTERNATIONALE SCHOOL OF TUNIS,Ariana,CDD,https://www.keejob.com/offres-emploi/210582/igcse-upper-secondary-mathematics-teacher/,210582,4 novembre 2024,CDD,"Ariana, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,Anglais,900 - 1100 DT / Mois,
Technicien en électricité,SOC TUNISIE HUILERIES,Ben Arous,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210841/technicien-en-%C3%A9lectricit%C3%A9/,210841,4 novembre 2024,"CDD, ,, SIVP","Fouchana, Ben Arous, Tunisie",Moins d'un an,Formations professionnelles,Plein temps,"Arabe , Français",900 - 1200 DT / Mois,Locale
Commercial,GIAS DISTRIBUTION,Ben Arous,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210756/repr%C3%A9sentant-commercial-d%C3%A9tail-sud-ouest/,210756,4 novembre 2024,"CDI, ,, CDD, ,, SIVP","Ben Arous, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,"Arabe , Français",,Locale
Trainer in English & French or Maths,ALBERT LEARNING,Tunis,CDD,https://www.keejob.com/offres-emploi/210797/trainer-in-english-french-or-maths/,210797,4 novembre 2024,CDD,"Tunis, Tunisie",Aucune expérience,Bac + 3,Mi-temps/Temps partiel,"Français , Anglais",660 - 765 DT / Mois,
Infographiste 3d / Designer 3D,LIGHTING STUDIO,Tunis,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210861/infographiste-3d-designer-3d/,210861,4 novembre 2024,"CDI, ,, CDD","Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français",1600 - 2400 DT / Mois,
Vendeur/ Caissier Zara Tunis city,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/210834/vendeur-caissier-zara-tunis-city/,210834,4 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Caissière,ARKEN SHOP,Sousse,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210820/caissi%C3%A8re-vendeuse/,210820,4 novembre 2024,"CDI, ,, CDD, ,, SIVP","Sousse Ville, Sousse, Tunisie",Aucune expérience,Bac,Plein temps,"Arabe , Français , Anglais",500 - DT / Mois,
Ambulancier,ELAA INTERNATIONAL,Sousse,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210758/ambulancier/,210758,3 novembre 2024,"CDD, ,, SIVP","Sousse, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,,,Locale
Dessinateur AutoCAD,,Tunis,CDI,https://www.keejob.com/offres-emploi/210712/poste-dessinateur-autocad/,210712,1 novembre 2024,CDI,"Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,1200 - 2000 DT / Mois,Locale
Formateur(ice) en langue allemande,MINERVA TRAINING,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210772/formateurice-en-langue-allemande/,210772,3 novembre 2024,"CDI, ,, CDD, ,, SIVP","Tunis, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Arabe , Français , Allemand",1000 - 1500 DT / Mois,
Vendeur/ Caissier Stradivarius Mall of Sfax,TUNTEX,Sfax,Unspecified,https://www.keejob.com/offres-emploi/210751/vendeur-caissier-stradivarius-mall-of-sfax/,210751,1 novembre 2024,,"Sfax, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
